SSID,MAC,RSSI,Time,Location
25414,eduroam,36:3f:1b:e2:65:b0,-79,2025-04-24 16:50:33,hall_6141_1_10
25415,,12:3f:1b:e2:66:20,-79,2025-04-24 16:50:33,hall_6141_1_10
25416,,2e:3f:1b:e2:65:b0,-79,2025-04-24 16:50:33,hall_6141_1_10
25417,DGU-WIFI,26:3f:1b:e2:66:20,-80,2025-04-24 16:50:33,hall_6141_1_10
25418,,2e:3f:1b:e2:66:20,-80,2025-04-24 16:50:33,hall_6141_1_10
25419,DGU-GUEST,2a:3f:1b:e2:66:20,-81,2025-04-24 16:50:33,hall_6141_1_10
25420,DGU-IoT,22:3f:1b:e2:66:20,-81,2025-04-24 16:50:33,hall_6141_1_10
25421,eduroam,36:3f:1b:e2:66:20,-81,2025-04-24 16:50:33,hall_6141_1_10
25422,6130_5G-2,70:5d:cc:83:6b:0e,-81,2025-04-24 16:50:33,hall_6141_1_10
25423,DGU-GUEST,e2:55:b8:6e:54:2a,-83,2025-04-24 16:50:33,hall_6141_1_10
25424,,da:55:b8:6e:54:2a,-84,2025-04-24 16:50:33,hall_6141_1_10
25425,DGU-WIFI,ee:55:b8:6e:54:2a,-84,2025-04-24 16:50:33,hall_6141_1_10
25426,DGU-IoT,ea:55:b8:6e:54:2a,-84,2025-04-24 16:50:33,hall_6141_1_10
25427,eduroam,fe:55:b8:6e:54:2a,-84,2025-04-24 16:50:33,hall_6141_1_10
25428,,da:55:b8:6e:53:4a,-85,2025-04-24 16:50:33,hall_6141_1_10
25429,,e6:55:b8:6e:54:2a,-85,2025-04-24 16:50:33,hall_6141_1_10
25430,dgu8124_5G,70:5d:cc:1d:72:0c,-87,2025-04-24 16:50:33,hall_6141_1_10
25431,DGU-WIFI,26:3f:0b:e2:65:b6,-56,2025-04-24 16:50:39,hall_6141_1_10
25432,DGU-GUEST,2a:3f:0b:e2:65:b6,-56,2025-04-24 16:50:39,hall_6141_1_10
25433,DGU-IoT,22:3f:0b:e2:65:b6,-56,2025-04-24 16:50:39,hall_6141_1_10
25434,eduroam,36:3f:0b:e2:65:b6,-56,2025-04-24 16:50:39,hall_6141_1_10
25435,,2c:3f:0b:e2:65:b6,-56,2025-04-24 16:50:39,hall_6141_1_10
25436,iptime5130,58:86:94:ae:06:de,-56,2025-04-24 16:50:39,hall_6141_1_10
25437,6134,58:86:94:a1:6e:5c,-59,2025-04-24 16:50:39,hall_6141_1_10
25438,ktw,58:86:94:7e:ea:78,-59,2025-04-24 16:50:39,hall_6141_1_10
25439,SVM5132_2.4GHz,72:5d:cc:4d:b2:a8,-60,2025-04-24 16:50:39,hall_6141_1_10
25440,kwon,58:86:94:16:3d:88,-63,2025-04-24 16:50:39,hall_6141_1_10
25441,DGU-IoT,22:3f:0b:e2:65:73,-63,2025-04-24 16:50:39,hall_6141_1_10
25442,,2c:3f:0b:e2:65:73,-64,2025-04-24 16:50:39,hall_6141_1_10
25443,DGU-GUEST,2a:3f:0b:e2:65:73,-64,2025-04-24 16:50:39,hall_6141_1_10
25444,DGU-WIFI,26:3f:0b:e2:65:73,-64,2025-04-24 16:50:39,hall_6141_1_10
25445,eduroam,36:3f:0b:e2:65:73,-64,2025-04-24 16:50:39,hall_6141_1_10
25446,,12:3f:0b:e2:65:73,-64,2025-04-24 16:50:39,hall_6141_1_10
25447,ncsa,90:9f:33:90:6f:a6,-65,2025-04-24 16:50:39,hall_6141_1_10
25448,6141,70:5d:cc:a3:b4:aa,-65,2025-04-24 16:50:39,hall_6141_1_10
25449,DGU-GUEST,2a:3f:1b:e2:65:b6,-65,2025-04-24 16:50:39,hall_6141_1_10
25450,DGU-WIFI,26:3f:1b:e2:65:b6,-65,2025-04-24 16:50:39,hall_6141_1_10
25451,DGU-IoT,22:3f:1b:e2:65:b6,-65,2025-04-24 16:50:39,hall_6141_1_10
25452,CILab_2G,8a:36:6c:cd:f1:80,-65,2025-04-24 16:50:39,hall_6141_1_10
25453,7132,58:86:94:84:20:d2,-66,2025-04-24 16:50:39,hall_6141_1_10
25454,eduroam,36:3f:1b:e2:65:b6,-66,2025-04-24 16:50:39,hall_6141_1_10
25455,mstwifi,58:86:94:99:68:8e,-66,2025-04-24 16:50:39,hall_6141_1_10
25456,6130,72:5d:cc:c3:6b:0c,-66,2025-04-24 16:50:39,hall_6141_1_10
25457,,2e:3f:1b:e2:65:b6,-66,2025-04-24 16:50:39,hall_6141_1_10
25458,,12:3f:1b:e2:65:b6,-66,2025-04-24 16:50:39,hall_6141_1_10
25459,bang,00:26:66:fe:8d:74,-67,2025-04-24 16:50:39,hall_6141_1_10
25460,iptime,70:5d:cc:60:cd:b0,-68,2025-04-24 16:50:39,hall_6141_1_10
25461,[LG_AirPurifier]156e,1e:39:29:78:15:6e,-69,2025-04-24 16:50:39,hall_6141_1_10
25462,eduroam,36:3f:0b:e2:65:9a,-69,2025-04-24 16:50:39,hall_6141_1_10
25463,6122,70:5d:cc:a3:b1:fa,-70,2025-04-24 16:50:39,hall_6141_1_10
25464,CSE-3182_2.4G,28:ee:52:de:60:eb,-71,2025-04-24 16:50:39,hall_6141_1_10
25465,DGU-GUEST,e2:55:a8:6e:63:02,-71,2025-04-24 16:50:39,hall_6141_1_10
25466,DGU-IoT,ea:55:a8:6e:63:02,-71,2025-04-24 16:50:39,hall_6141_1_10
25467,TP-Link_6158,28:ee:52:de:61:57,-71,2025-04-24 16:50:39,hall_6141_1_10
25468,DGU-WIFI,ee:55:a8:6e:63:02,-72,2025-04-24 16:50:39,hall_6141_1_10
25469,cpc8134,5a:86:94:4e:dc:10,-72,2025-04-24 16:50:39,hall_6141_1_10
25470,,16:11:32:ce:8f:0f,-72,2025-04-24 16:50:39,hall_6141_1_10
25471,ION Lab_2G,70:5d:cc:d2:35:6e,-72,2025-04-24 16:50:39,hall_6141_1_10
25472,DGU-dorm,34:fc:b9:c8:f0:43,-73,2025-04-24 16:50:39,hall_6141_1_10
25473,iptime_10125_2.4G,88:36:6c:53:39:06,-73,2025-04-24 16:50:39,hall_6141_1_10
25474,DIRECT-3E C56x Series,86:25:19:a1:e3:3e,-75,2025-04-24 16:50:39,hall_6141_1_10
25475,,12:3f:1b:e2:65:9a,-75,2025-04-24 16:50:39,hall_6141_1_10
25476,DGU-GUEST,2a:3f:1b:e2:65:9a,-76,2025-04-24 16:50:39,hall_6141_1_10
25477,DGU-IoT,22:3f:1b:e2:65:9a,-76,2025-04-24 16:50:39,hall_6141_1_10
25478,Hello,98:de:d0:50:77:1c,-76,2025-04-24 16:50:39,hall_6141_1_10
25479,EDLAB_2G,88:36:6c:b1:2c:38,-76,2025-04-24 16:50:39,hall_6141_1_10
25480,DGU-WIFI,26:3f:1b:e2:65:9a,-77,2025-04-24 16:50:39,hall_6141_1_10
25481,NEL,00:11:32:ce:8f:0f,-77,2025-04-24 16:50:39,hall_6141_1_10
25482,RAIN,30:23:03:d0:ef:28,-77,2025-04-24 16:50:39,hall_6141_1_10
25483,HRILAB,58:86:94:16:4a:a8,-77,2025-04-24 16:50:39,hall_6141_1_10
25484,DIRECT-hnM2870FW analog,86:25:19:94:b6:1a,-77,2025-04-24 16:50:39,hall_6141_1_10
25485,DGU-dorm,34:fc:b9:c9:02:a3,-77,2025-04-24 16:50:39,hall_6141_1_10
25486,DCSP2G,88:36:6c:42:53:04,-78,2025-04-24 16:50:39,hall_6141_1_10
25487,8208,34:fc:b9:c9:02:a2,-78,2025-04-24 16:50:39,hall_6141_1_10
25488,DGU-WIFI,26:3f:1b:e2:65:b0,-79,2025-04-24 16:50:39,hall_6141_1_10
25489,DGU-IoT,22:3f:1b:e2:65:b0,-79,2025-04-24 16:50:39,hall_6141_1_10
25490,eduroam,36:3f:1b:e2:65:b0,-79,2025-04-24 16:50:39,hall_6141_1_10
25491,,12:3f:1b:e2:65:b0,-79,2025-04-24 16:50:39,hall_6141_1_10
25492,,2e:3f:1b:e2:65:b0,-79,2025-04-24 16:50:39,hall_6141_1_10
25493,CILab_5G,88:36:6c:ad:f1:80,-79,2025-04-24 16:50:39,hall_6141_1_10
25494,DGU-GUEST,2a:3f:1b:e2:65:b0,-80,2025-04-24 16:50:39,hall_6141_1_10
25495,eduroam,36:3f:0b:e2:65:b0,-80,2025-04-24 16:50:39,hall_6141_1_10
25496,DGU-IoT,22:3f:1b:e2:66:20,-81,2025-04-24 16:50:39,hall_6141_1_10
25497,6130_5G-2,70:5d:cc:83:6b:0e,-81,2025-04-24 16:50:39,hall_6141_1_10
25498,iptime5130_5G,58:86:94:ae:06:df,-82,2025-04-24 16:50:39,hall_6141_1_10
25499,DGU-WIFI,26:3f:1b:e2:66:20,-83,2025-04-24 16:50:39,hall_6141_1_10
25500,eduroam,36:3f:1b:e2:66:20,-83,2025-04-24 16:50:39,hall_6141_1_10
25501,,12:3f:1b:e2:66:20,-83,2025-04-24 16:50:39,hall_6141_1_10
25502,,da:55:b8:6e:54:1e,-84,2025-04-24 16:50:39,hall_6141_1_10
25503,SVM5132,70:5d:cc:1d:b2:a8,-84,2025-04-24 16:50:39,hall_6141_1_10
25504,student_5G,58:86:94:ea:2e:1c,-84,2025-04-24 16:50:39,hall_6141_1_10
25505,6130_5G-1,70:5d:cc:83:6b:0c,-85,2025-04-24 16:50:39,hall_6141_1_10
25506,DGU-dorm,34:fc:b9:c8:20:80,-85,2025-04-24 16:50:39,hall_6141_1_10
25507,5202,34:fc:b9:c8:e5:61,-86,2025-04-24 16:50:39,hall_6141_1_10
25508,Ceed,70:5d:cc:ae:04:4a,-86,2025-04-24 16:50:39,hall_6141_1_10
25509,,da:55:b8:6e:54:2a,-87,2025-04-24 16:50:39,hall_6141_1_10
25510,,da:55:b8:6e:53:4a,-87,2025-04-24 16:50:39,hall_6141_1_10
25511,6105_5G,58:86:94:a1:69:8e,-88,2025-04-24 16:50:39,hall_6141_1_10
25512,DGU-WIFI,26:3f:0b:e2:65:b6,-55,2025-04-24 16:50:44,hall_6141_1_10
25513,DGU-GUEST,2a:3f:0b:e2:65:b6,-55,2025-04-24 16:50:44,hall_6141_1_10
25514,DGU-IoT,22:3f:0b:e2:65:b6,-55,2025-04-24 16:50:44,hall_6141_1_10
25515,eduroam,36:3f:0b:e2:65:b6,-55,2025-04-24 16:50:44,hall_6141_1_10
25516,,2c:3f:0b:e2:65:b6,-55,2025-04-24 16:50:44,hall_6141_1_10
25517,iptime5130,58:86:94:ae:06:de,-57,2025-04-24 16:50:44,hall_6141_1_10
25518,6134,58:86:94:a1:6e:5c,-58,2025-04-24 16:50:44,hall_6141_1_10
25519,ktw,58:86:94:7e:ea:78,-60,2025-04-24 16:50:44,hall_6141_1_10
25520,DGU-IoT,ea:55:a8:6e:63:55,-60,2025-04-24 16:50:44,hall_6141_1_10
25521,SVM5132_2.4GHz,72:5d:cc:4d:b2:a8,-61,2025-04-24 16:50:44,hall_6141_1_10
25522,ncsa,90:9f:33:90:6f:a6,-64,2025-04-24 16:50:44,hall_6141_1_10
25523,,12:3f:0b:e2:65:b0,-64,2025-04-24 16:50:44,hall_6141_1_10
25524,DGU-GUEST,2a:3f:1b:e2:65:b6,-66,2025-04-24 16:50:44,hall_6141_1_10
25525,DGU-WIFI,26:3f:1b:e2:65:b6,-66,2025-04-24 16:50:44,hall_6141_1_10
25526,DGU-IoT,22:3f:1b:e2:65:b6,-66,2025-04-24 16:50:44,hall_6141_1_10
25527,eduroam,36:3f:1b:e2:65:b6,-66,2025-04-24 16:50:44,hall_6141_1_10
25528,6130,72:5d:cc:c3:6b:0c,-66,2025-04-24 16:50:44,hall_6141_1_10
25529,,2e:3f:1b:e2:65:b6,-66,2025-04-24 16:50:44,hall_6141_1_10
25530,,12:3f:1b:e2:65:b6,-66,2025-04-24 16:50:44,hall_6141_1_10
25531,CILab_2G,8a:36:6c:cd:f1:80,-66,2025-04-24 16:50:44,hall_6141_1_10
25532,eduroam,fe:55:a8:6e:51:f5,-66,2025-04-24 16:50:44,hall_6141_1_10
25533,eduroam,36:3f:0b:e2:65:b0,-66,2025-04-24 16:50:44,hall_6141_1_10
25534,6141,70:5d:cc:a3:b4:aa,-67,2025-04-24 16:50:44,hall_6141_1_10
25535,7132,58:86:94:84:20:d2,-67,2025-04-24 16:50:44,hall_6141_1_10
25536,iptime,70:5d:cc:60:cd:b0,-67,2025-04-24 16:50:44,hall_6141_1_10
25537,DGU-WIFI,ee:55:a8:6e:54:1e,-67,2025-04-24 16:50:44,hall_6141_1_10
25538,DGU-GUEST,e2:55:a8:6e:61:a9,-67,2025-04-24 16:50:44,hall_6141_1_10
25539,DGU-WIFI,26:3f:0b:e2:65:9a,-68,2025-04-24 16:50:44,hall_6141_1_10
25540,DGU-IoT,22:3f:0b:e2:65:9a,-68,2025-04-24 16:50:44,hall_6141_1_10
25541,DGU-GUEST,e2:55:a8:6e:54:1e,-68,2025-04-24 16:50:44,hall_6141_1_10
25542,DGU-IoT,ea:55:a8:6e:54:1e,-68,2025-04-24 16:50:44,hall_6141_1_10
25543,eduroam,fe:55:a8:6e:54:1e,-68,2025-04-24 16:50:44,hall_6141_1_10
25544,,e4:55:a8:6e:54:1e,-68,2025-04-24 16:50:44,hall_6141_1_10
25545,10133-2,88:36:6c:05:6f:f8,-68,2025-04-24 16:50:44,hall_6141_1_10
25546,9208,34:fc:b9:c8:d9:a2,-68,2025-04-24 16:50:44,hall_6141_1_10
25547,,da:55:a8:6e:51:f5,-69,2025-04-24 16:50:44,hall_6141_1_10
25548,,b2:ee:52:de:60:ed,-69,2025-04-24 16:50:44,hall_6141_1_10
25549,6105,58:86:94:a1:69:8c,-69,2025-04-24 16:50:44,hall_6141_1_10
25550,eduroam,36:3f:0b:e2:65:9a,-69,2025-04-24 16:50:44,hall_6141_1_10
25551,CSE-3182_2.4G,28:ee:52:de:60:eb,-70,2025-04-24 16:50:44,hall_6141_1_10
25552,DGU8124,72:5d:cc:4d:72:0c,-70,2025-04-24 16:50:44,hall_6141_1_10
25553,eduroam,fe:55:a8:6e:52:ac,-71,2025-04-24 16:50:44,hall_6141_1_10
25554,DGU-WIFI,ee:55:a8:6e:52:ac,-71,2025-04-24 16:50:44,hall_6141_1_10
25555,DGU-IoT,ea:55:a8:6e:52:ac,-71,2025-04-24 16:50:44,hall_6141_1_10
25556,DGU-GUEST,e2:55:a8:6e:52:ac,-71,2025-04-24 16:50:44,hall_6141_1_10
25557,,82:de:4b:62:c7:ed,-71,2025-04-24 16:50:44,hall_6141_1_10
25558,[LG_AirPurifier]1568,1e:39:29:78:15:68,-71,2025-04-24 16:50:44,hall_6141_1_10
25559,[LG_AirPurifier]156e,1e:39:29:78:15:6e,-72,2025-04-24 16:50:44,hall_6141_1_10
25560,mstwifi,58:86:94:99:68:8e,-72,2025-04-24 16:50:44,hall_6141_1_10
25561,iptime,70:5d:cc:ae:04:48,-72,2025-04-24 16:50:44,hall_6141_1_10
25562,10131_2.4G,90:9f:33:28:ca:9a,-73,2025-04-24 16:50:44,hall_6141_1_10
25563,eduroam,fe:55:a8:6e:53:4a,-73,2025-04-24 16:50:44,hall_6141_1_10
25564,NEL,00:11:32:ce:8f:0f,-73,2025-04-24 16:50:44,hall_6141_1_10
25565,plrwap,78:db:2f:10:05:e5,-73,2025-04-24 16:50:44,hall_6141_1_10
25566,CSE-3183,82:de:4b:62:c7:ec,-73,2025-04-24 16:50:44,hall_6141_1_10
25567,DGU-GUEST,e2:55:a8:6e:53:4a,-73,2025-04-24 16:50:44,hall_6141_1_10
25568,DGU-WIFI,ee:55:a8:6e:53:4a,-73,2025-04-24 16:50:44,hall_6141_1_10
25569,DGU-GUEST,2a:3f:1b:e2:65:9a,-75,2025-04-24 16:50:44,hall_6141_1_10
25570,DGU-WIFI,26:3f:1b:e2:65:9a,-75,2025-04-24 16:50:44,hall_6141_1_10
25571,iptime_10125_2.4G,88:36:6c:53:39:06,-75,2025-04-24 16:50:44,hall_6141_1_10
25572,8208,34:fc:b9:c9:02:a2,-75,2025-04-24 16:50:44,hall_6141_1_10
25573,eduroam,36:3f:1b:e2:65:9a,-75,2025-04-24 16:50:44,hall_6141_1_10
25574,DGU-IoT,22:3f:1b:e2:65:9a,-76,2025-04-24 16:50:44,hall_6141_1_10
25575,Hello,98:de:d0:50:77:1c,-76,2025-04-24 16:50:44,hall_6141_1_10
25576,DGU-dorm,34:fc:b9:c8:f0:43,-76,2025-04-24 16:50:44,hall_6141_1_10
25577,DIRECT-D9 C56x Series,86:25:19:c6:97:d9,-76,2025-04-24 16:50:44,hall_6141_1_10
25578,8136호,88:36:6c:42:28:50,-77,2025-04-24 16:50:44,hall_6141_1_10
25579,EDLAB_2G,88:36:6c:b1:2c:38,-77,2025-04-24 16:50:44,hall_6141_1_10
25580,DGU-IoT,22:3f:1b:e2:65:b0,-78,2025-04-24 16:50:44,hall_6141_1_10
25581,CILab_5G,88:36:6c:ad:f1:80,-78,2025-04-24 16:50:44,hall_6141_1_10
25582,61345G,58:86:94:a1:6e:5e,-78,2025-04-24 16:50:44,hall_6141_1_10
25583,DGU-GUEST,2a:3f:1b:e2:65:b0,-79,2025-04-24 16:50:44,hall_6141_1_10
25584,DGU-WIFI,26:3f:1b:e2:65:b0,-79,2025-04-24 16:50:44,hall_6141_1_10
25585,eduroam,36:3f:1b:e2:65:b0,-79,2025-04-24 16:50:44,hall_6141_1_10
25586,,12:3f:1b:e2:65:b0,-79,2025-04-24 16:50:44,hall_6141_1_10
25587,DGU-dorm,34:fc:b9:c9:02:a3,-79,2025-04-24 16:50:44,hall_6141_1_10
25588,DGU-WIFI,26:3f:1b:e2:66:20,-81,2025-04-24 16:50:44,hall_6141_1_10
25589,6205,34:fc:b9:c9:05:c1,-81,2025-04-24 16:50:44,hall_6141_1_10
25590,DGU-GUEST,2a:3f:1b:e2:66:20,-82,2025-04-24 16:50:44,hall_6141_1_10
25591,DGU-IoT,22:3f:1b:e2:66:20,-82,2025-04-24 16:50:44,hall_6141_1_10
25592,eduroam,36:3f:1b:e2:66:20,-82,2025-04-24 16:50:44,hall_6141_1_10
25593,iptime5130_5G,58:86:94:ae:06:df,-82,2025-04-24 16:50:44,hall_6141_1_10
25594,,da:55:b8:6e:54:1e,-85,2025-04-24 16:50:44,hall_6141_1_10
25595,SVM5132,70:5d:cc:1d:b2:a8,-85,2025-04-24 16:50:44,hall_6141_1_10
25596,student_5G,58:86:94:ea:2e:1c,-85,2025-04-24 16:50:44,hall_6141_1_10
25597,,da:55:b8:6e:54:2a,-86,2025-04-24 16:50:44,hall_6141_1_10
25598,Ceed,70:5d:cc:ae:04:4a,-86,2025-04-24 16:50:44,hall_6141_1_10
25599,DGU-dorm,34:fc:b9:c8:20:90,-87,2025-04-24 16:50:44,hall_6141_1_10
25600,iptime5G,70:5d:cc:60:cd:b2,-87,2025-04-24 16:50:44,hall_6141_1_10
25601,,da:55:b8:6e:51:f5,-87,2025-04-24 16:50:44,hall_6141_1_10
25602,mstwifi5G,58:86:94:99:68:8c,-88,2025-04-24 16:50:44,hall_6141_1_10
25603,DGU-WIFI,26:3f:0b:e2:65:b6,-55,2025-04-24 16:50:50,hall_6141_1_10
25604,DGU-GUEST,2a:3f:0b:e2:65:b6,-55,2025-04-24 16:50:50,hall_6141_1_10
25605,DGU-IoT,22:3f:0b:e2:65:b6,-55,2025-04-24 16:50:50,hall_6141_1_10
25606,eduroam,36:3f:0b:e2:65:b6,-55,2025-04-24 16:50:50,hall_6141_1_10
25607,,2c:3f:0b:e2:65:b6,-55,2025-04-24 16:50:50,hall_6141_1_10
25608,iptime5130,58:86:94:ae:06:de,-58,2025-04-24 16:50:50,hall_6141_1_10
25609,ncsa,90:9f:33:90:6f:a6,-59,2025-04-24 16:50:50,hall_6141_1_10
25610,6134,58:86:94:a1:6e:5c,-59,2025-04-24 16:50:50,hall_6141_1_10
25611,,e4:55:a8:6e:63:55,-62,2025-04-24 16:50:50,hall_6141_1_10
25612,,12:3f:0b:e2:65:b6,-62,2025-04-24 16:50:50,hall_6141_1_10
25613,[LG_AirPurifier]156e,1e:39:29:78:15:6e,-63,2025-04-24 16:50:50,hall_6141_1_10
25614,kwon,58:86:94:16:3d:88,-63,2025-04-24 16:50:50,hall_6141_1_10
25615,SVM5132_2.4GHz,72:5d:cc:4d:b2:a8,-63,2025-04-24 16:50:50,hall_6141_1_10
25616,DGU-WIFI,26:3f:0b:e2:65:73,-63,2025-04-24 16:50:50,hall_6141_1_10
25617,,2c:3f:0b:e2:65:73,-64,2025-04-24 16:50:50,hall_6141_1_10
25618,DGU-GUEST,2a:3f:0b:e2:65:73,-64,2025-04-24 16:50:50,hall_6141_1_10
25619,DGU-GUEST,2a:3f:0b:e2:65:b0,-64,2025-04-24 16:50:50,hall_6141_1_10
25620,DGU-GUEST,2a:3f:1b:e2:65:b6,-65,2025-04-24 16:50:50,hall_6141_1_10
25621,DGU-WIFI,26:3f:1b:e2:65:b6,-65,2025-04-24 16:50:50,hall_6141_1_10
25622,DGU-IoT,22:3f:1b:e2:65:b6,-65,2025-04-24 16:50:50,hall_6141_1_10
25623,eduroam,36:3f:1b:e2:65:b6,-65,2025-04-24 16:50:50,hall_6141_1_10
25624,,12:3f:0b:e2:65:b0,-65,2025-04-24 16:50:50,hall_6141_1_10
25625,6130,72:5d:cc:c3:6b:0c,-65,2025-04-24 16:50:50,hall_6141_1_10
25626,,2e:3f:1b:e2:65:b6,-65,2025-04-24 16:50:50,hall_6141_1_10
25627,,12:3f:1b:e2:65:b6,-65,2025-04-24 16:50:50,hall_6141_1_10
25628,CILab_2G,8a:36:6c:cd:f1:80,-65,2025-04-24 16:50:50,hall_6141_1_10
25629,eduroam,36:3f:0b:e2:65:b0,-65,2025-04-24 16:50:50,hall_6141_1_10
25630,,da:55:a8:6e:61:a9,-65,2025-04-24 16:50:50,hall_6141_1_10
25631,DGU-IoT,22:3f:0b:e2:65:b0,-65,2025-04-24 16:50:50,hall_6141_1_10
25632,,2c:3f:0b:e2:65:b0,-65,2025-04-24 16:50:50,hall_6141_1_10
25633,7132,58:86:94:84:20:d2,-66,2025-04-24 16:50:50,hall_6141_1_10
25634,DGU-WIFI,ee:55:a8:6e:63:02,-66,2025-04-24 16:50:50,hall_6141_1_10
25635,eduroam,fe:55:a8:6e:51:f5,-66,2025-04-24 16:50:50,hall_6141_1_10
25636,,da:55:a8:6e:51:f5,-66,2025-04-24 16:50:50,hall_6141_1_10
25637,DGU-IoT,ea:55:a8:6e:63:02,-66,2025-04-24 16:50:50,hall_6141_1_10
25638,DGU-IoT,ea:55:a8:6e:51:f5,-66,2025-04-24 16:50:50,hall_6141_1_10
25639,6141,70:5d:cc:a3:b4:aa,-67,2025-04-24 16:50:50,hall_6141_1_10
25640,mstwifi,58:86:94:99:68:8e,-67,2025-04-24 16:50:50,hall_6141_1_10
25641,DGU-GUEST,e2:55:a8:6e:63:02,-67,2025-04-24 16:50:50,hall_6141_1_10
25642,iptime,70:5d:cc:60:cd:b0,-67,2025-04-24 16:50:50,hall_6141_1_10
25643,DGU-GUEST,e2:55:a8:6e:54:1e,-67,2025-04-24 16:50:50,hall_6141_1_10
25644,DGU-IoT,ea:55:a8:6e:54:1e,-67,2025-04-24 16:50:50,hall_6141_1_10
25645,eduroam,fe:55:a8:6e:54:1e,-67,2025-04-24 16:50:50,hall_6141_1_10
25646,DGU-WIFI,ee:55:a8:6e:54:1e,-67,2025-04-24 16:50:50,hall_6141_1_10
25647,,e4:55:a8:6e:54:1e,-67,2025-04-24 16:50:50,hall_6141_1_10
25648,DGU-GUEST,e2:55:a8:6e:61:a9,-67,2025-04-24 16:50:50,hall_6141_1_10
25649,DGU-WIFI,ee:55:a8:6e:61:a9,-67,2025-04-24 16:50:50,hall_6141_1_10
25650,DGU-IoT,ea:55:a8:6e:61:a9,-67,2025-04-24 16:50:50,hall_6141_1_10
25651,eduroam,fe:55:a8:6e:61:a9,-67,2025-04-24 16:50:50,hall_6141_1_10
25652,HRILAB,58:86:94:16:4a:a8,-69,2025-04-24 16:50:50,hall_6141_1_10
25653,DGU8124,72:5d:cc:4d:72:0c,-69,2025-04-24 16:50:50,hall_6141_1_10
25654,iptime,70:5d:cc:ae:04:48,-69,2025-04-24 16:50:50,hall_6141_1_10
25655,DGU-WIFI,26:3f:0b:e2:65:9a,-70,2025-04-24 16:50:50,hall_6141_1_10
25656,DGU-IoT,22:3f:0b:e2:65:9a,-70,2025-04-24 16:50:50,hall_6141_1_10
25657,eduroam,36:3f:0b:e2:65:9a,-70,2025-04-24 16:50:50,hall_6141_1_10
25658,DIRECT-hnM2870FW analog,86:25:19:94:b6:1a,-71,2025-04-24 16:50:50,hall_6141_1_10
25659,DGU-IoT,ea:55:a8:6e:52:ac,-71,2025-04-24 16:50:50,hall_6141_1_10
25660,cpc8134,5a:86:94:4e:dc:10,-72,2025-04-24 16:50:50,hall_6141_1_10
25661,eduroam,fe:55:a8:6e:52:ac,-72,2025-04-24 16:50:50,hall_6141_1_10
25662,plrwap,78:db:2f:10:05:e5,-72,2025-04-24 16:50:50,hall_6141_1_10
25663,DGU-WIFI,ee:55:a8:6e:52:ac,-72,2025-04-24 16:50:50,hall_6141_1_10
25664,[LG_AirPurifier]1568,1e:39:29:78:15:68,-72,2025-04-24 16:50:50,hall_6141_1_10
25665,DGU-IoT,22:3f:1b:e2:65:9a,-73,2025-04-24 16:50:50,hall_6141_1_10
25666,10131_2.4G,90:9f:33:28:ca:9a,-73,2025-04-24 16:50:50,hall_6141_1_10
25667,6105,58:86:94:a1:69:8c,-73,2025-04-24 16:50:50,hall_6141_1_10
25668,,82:de:4b:62:c7:ed,-73,2025-04-24 16:50:50,hall_6141_1_10
25669,,da:55:a8:6e:63:55,-73,2025-04-24 16:50:50,hall_6141_1_10
25670,eduroam,fe:55:a8:6e:53:4a,-74,2025-04-24 16:50:50,hall_6141_1_10
25671,EDLAB_2G,88:36:6c:b1:2c:38,-74,2025-04-24 16:50:50,hall_6141_1_10
25672,eduroam,36:3f:1b:e2:65:9a,-74,2025-04-24 16:50:50,hall_6141_1_10
25673,8203,34:fc:b9:c8:f0:42,-74,2025-04-24 16:50:50,hall_6141_1_10
25674,DGU-dorm,34:fc:b9:c8:d9:a3,-74,2025-04-24 16:50:50,hall_6141_1_10
25675,8201,34:fc:b9:c8:f0:40,-75,2025-04-24 16:50:50,hall_6141_1_10
25676,RAIN,30:23:03:d0:ef:28,-76,2025-04-24 16:50:50,hall_6141_1_10
25677,CILab_5G,88:36:6c:ad:f1:80,-78,2025-04-24 16:50:50,hall_6141_1_10
25678,DGU-dorm,34:fc:b9:c9:02:a3,-78,2025-04-24 16:50:50,hall_6141_1_10
25679,DGU-WIFI,26:3f:1b:e2:65:b0,-79,2025-04-24 16:50:50,hall_6141_1_10
25680,,12:3f:1b:e2:65:b0,-79,2025-04-24 16:50:50,hall_6141_1_10
25681,,2e:3f:1b:e2:65:b0,-79,2025-04-24 16:50:50,hall_6141_1_10
25682,ywkim_10135,92:9f:33:47:66:f0,-79,2025-04-24 16:50:50,hall_6141_1_10
25683,DGU-IoT,22:3f:1b:e2:66:20,-80,2025-04-24 16:50:50,hall_6141_1_10
25684,DGU-GUEST,2a:3f:1b:e2:65:b0,-80,2025-04-24 16:50:50,hall_6141_1_10
25685,DGU-IoT,22:3f:1b:e2:65:b0,-80,2025-04-24 16:50:50,hall_6141_1_10
25686,eduroam,36:3f:1b:e2:65:b0,-80,2025-04-24 16:50:50,hall_6141_1_10
25687,DGU-GUEST,2a:3f:1b:e2:66:20,-81,2025-04-24 16:50:50,hall_6141_1_10
25688,DGU-WIFI,26:3f:1b:e2:66:20,-81,2025-04-24 16:50:50,hall_6141_1_10
25689,eduroam,36:3f:1b:e2:66:20,-81,2025-04-24 16:50:50,hall_6141_1_10
